OBJECTID,Sample_Year,habitatid,subRegionId,Site_Code,sitename,siteid,Station_ID,Cyano,GIS_FWC_CREMP_PrctCover_Grp_poi,Macroalgae,Octocoral,Others,Porifera,Seagrass,Stony_coral,Substrate,Unknown,Urchins,Zoanthidea,Site_Label
4744,2001,OS,MK,7S2,Tennessee Shallow,55,553,,658,0.01519757,0.09118541,0,0.01671733,0,0.02279635,0.85106383,,0,0.00303951,Tennessee Shallow 2001
4745,2001,OS,MK,7S2,Tennessee Shallow,55,554,,670,0.00149254,0.09850746,0,0.02686567,0,0.03432836,0.8358209,,0,0.00298507,Tennessee Shallow 2001
4746,2001,OS,MK,5S1,Sombrero Shallow,56,561,,563,0.0035524,0.03730018,0,0.01953819,0,0.11722913,0.64653641,,0,0.17584369,Sombrero Shallow 2001
4747,2001,OS,MK,5S1,Sombrero Shallow,56,562,,556,0.00359712,0.0557554,0,0.02517986,0,0.00899281,0.68165468,,0,0.22482014,Sombrero Shallow 2001
4748,2001,OS,MK,5S1,Sombrero Shallow,56,563,,644,0.01086957,0.21428571,0,0.02173913,0,0.02950311,0.6552795,,0,0.06832298,Sombrero Shallow 2001
4749,2001,OS,MK,5S1,Sombrero Shallow,56,564,,617,0.04376013,0.01458671,0,0.00162075,0,0.00324149,0.76337115,,0,0.17341977,Sombrero Shallow 2001
4750,2001,OS,LK,5S2,Looe Key Shallow,57,572,,644,0.05745342,0.05124224,0,0.00310559,0,0.06677019,0.76086957,,0,0.06055901,Looe Key Shallow 2001
4751,2001,OS,LK,5S2,Looe Key Shallow,57,573,,619,0.00484653,0.10339257,0,0.00969305,0,0.06946688,0.76090468,,0,0.05169628,Looe Key Shallow 2001
4752,2001,OS,LK,5S2,Looe Key Shallow,57,574,,624,0.05128205,0.06891026,0,0.01121795,0,0.3125,0.54326923,,0,0.01282051,Looe Key Shallow 2001
4753,2001,OS,LK,5S3,Eastern Sambo Shallow,58,582,,644,0.01397516,0.01086957,0,0.0015528,0,0.05279503,0.83229814,,0,0.08850932,Eastern Sambo Shallow 2001
4754,2001,OS,LK,5S3,Eastern Sambo Shallow,58,583,,649,0.02773498,0,0,0,0,0.02619414,0.78890601,,0,0.15716487,Eastern Sambo Shallow 2001
4755,2001,OS,LK,5S3,Eastern Sambo Shallow,58,584,,685,0.08613139,0.01605839,0,0.00729927,0,0.06277372,0.78394161,,0,0.04379562,Eastern Sambo Shallow 2001
4756,2001,OS,LK,5S4,Western Sambo Shallow,59,591,,669,0.00298954,0.0284006,0,0.0044843,0,0.01644245,0.92675635,,0,0.02092676,Western Sambo Shallow 2001
4757,2001,OS,LK,5S4,Western Sambo Shallow,59,592,,662,0.09063444,0.00302115,0,0.01057402,0,0.07250755,0.82024169,,0,0.00302115,Western Sambo Shallow 2001
4758,2001,OS,LK,5S4,Western Sambo Shallow,59,594,,578,0.00692042,0.01384083,0,0,0,0.07439446,0.85467128,,0,0.05017301,Western Sambo Shallow 2001
4759,2001,OS,LK,5S5,Rock Key Shallow,60,601,,669,0.02092676,0.02092676,0,0,0,0.02690583,0.85949178,,0,0.07174888,Rock Key Shallow 2001
4760,2001,OS,LK,5S5,Rock Key Shallow,60,602,,669,0.04783259,0.01195815,0,0.00149477,0.00149477,0.00298954,0.92526158,,0,0.00896861,Rock Key Shallow 2001
4761,2001,OS,LK,5S5,Rock Key Shallow,60,603,,595,0.15294118,0.06722689,0,0,0,0.04705882,0.70252101,,0,0.0302521,Rock Key Shallow 2001
4762,2001,OS,LK,5S5,Rock Key Shallow,60,604,,693,0.01875902,0.04617605,0,0,0,0.04329004,0.80808081,,0,0.08369408,Rock Key Shallow 2001
4763,2001,OS,LK,2S1,Sand Key Shallow,61,612,,627,0.00637959,0.00956938,0,0,0,0.07017544,0.90749601,,0,0.00637959,Sand Key Shallow 2001
4764,2001,OS,LK,2S1,Sand Key Shallow,61,613,,586,0.07849829,0.0221843,0,0.00170648,0,0.03583618,0.85836177,,0,0.00341297,Sand Key Shallow 2001
4765,2001,OS,LK,2S1,Sand Key Shallow,61,614,,587,0.00511073,0.00511073,0,0,0,0.04940375,0.92333901,,0,0.01703578,Sand Key Shallow 2001
4766,2001,OD,UK,9D1,Carysfort Deep,70,701,,552,0.14130435,0.0942029,0,0.00543478,0,0.03804348,0.72101449,,0,0,Carysfort Deep 2001
4767,2001,OD,UK,9D1,Carysfort Deep,70,702,,576,0.19618056,0.09201389,0,0.01388889,0,0.04861111,0.64930556,,0,0,Carysfort Deep 2001
4768,2001,OD,UK,9D3,Molasses Deep,72,721,,672,0.03869048,0.11904762,0,0.05208333,0,0.01190476,0.77678571,,0,0.0014881,Molasses Deep 2001
4769,2001,OD,UK,9D3,Molasses Deep,72,722,,632,0.00791139,0.06329114,0,0.0806962,0,0.01898734,0.82911392,,0,0,Molasses Deep 2001
4770,2001,OD,UK,9D4,Conch Deep,73,733,,714,0.267507,0.04901961,0,0.03501401,0,0.02661064,0.62184874,,0,0,Conch Deep 2001
4771,2001,OD,UK,9D4,Conch Deep,73,734,,638,0.17241379,0.09090909,0,0.05015674,0,0.01567398,0.67084639,,0,0,Conch Deep 2001
4772,2001,OD,MK,7D1,Alligator Deep,74,743,,658,0.03951368,0.0668693,0,0.02583587,0,0.01671733,0.85106383,,0,0,Alligator Deep 2001
4773,2001,OD,MK,7D1,Alligator Deep,74,744,,659,0.01669196,0.08801214,0,0.04704097,0,0.01213961,0.83611533,,0,0,Alligator Deep 2001
4774,2001,OD,MK,7D2,Tennessee Deep,75,752,,658,0.11398176,0.07294833,0,0.05927052,0,0.07446809,0.67933131,,0,0,Tennessee Deep 2001
4775,2001,OD,MK,7D2,Tennessee Deep,75,753,,636,0.36477987,0.06603774,0,0.04716981,0,0.03773585,0.48427673,,0,0,Tennessee Deep 2001
4776,2001,OD,MK,5D1,Sombrero Deep,76,763,,590,0.22881356,0.06440678,0,0.07288136,0,0.01525424,0.61864407,,0,0,Sombrero Deep 2001
4777,2001,OD,MK,5D1,Sombrero Deep,76,764,,536,0.32089552,0.02798507,0,0.02798507,0,0.05223881,0.57089552,,0,0,Sombrero Deep 2001
4778,2001,OD,LK,5D2,Looe Key Deep,77,771,,632,0.19936709,0.09493671,0,0.01898734,0,0.08860759,0.59810127,,0,0,Looe Key Deep 2001
4779,2001,OD,LK,5D2,Looe Key Deep,77,772,,595,0.22016807,0.09915966,0,0.02857143,0,0.05546218,0.58823529,,0,0.00840336,Looe Key Deep 2001
4780,2001,OD,LK,5D2,Looe Key Deep,77,773,,582,0.31443299,0.10996564,0,0.02405498,0,0.04295533,0.50859107,,0,0,Looe Key Deep 2001
4781,2001,OD,LK,5D3,Eastern Sambo Deep,78,782,,618,0.10679612,0.09061489,0,0.05339806,0,0.07281553,0.6763754,,0,0,Eastern Sambo Deep 2001
4782,2001,OD,LK,5D3,Eastern Sambo Deep,78,783,,674,0.15875371,0.09050445,0,0.01928783,0,0.03709199,0.69436202,,0,0,Eastern Sambo Deep 2001
4783,2001,OD,LK,5D3,Eastern Sambo Deep,78,784,,647,0.21020093,0.0942813,0,0.04482226,0,0.05718702,0.5935085,,0,0,Eastern Sambo Deep 2001
4784,2001,OD,LK,5D4,Western Sambo Deep,79,791,,616,0.33766234,0.03409091,0,0.00974026,0,0.03246753,0.58603896,,0,0,Western Sambo Deep 2001
4785,2001,OD,LK,5D4,Western Sambo Deep,79,792,,614,0.18892508,0.03420195,0,0.03420195,0,0.04234528,0.70032573,,0,0,Western Sambo Deep 2001
4786,2001,OD,LK,5D4,Western Sambo Deep,79,794,,673,0.35215453,0.01337296,0,0.00445765,0,0.00742942,0.62258544,,0,0,Western Sambo Deep 2001
4787,2001,OD,LK,5D5,Rock Key Deep,80,803,,624,0.29166667,0.07852564,0,0.03525641,0,0.02403846,0.57051282,,0,0,Rock Key Deep 2001
4788,2001,OD,LK,5D5,Rock Key Deep,80,804,,627,0.08931419,0.06539075,0,0.03030303,0,0.04944179,0.75757576,,0,0.00797448,Rock Key Deep 2001
4789,2001,OD,LK,2D1,Sand Key Deep,81,811,,712,0.21348315,0.06320225,0,0.00702247,0,0.04073034,0.6755618,,0,0,Sand Key Deep 2001
4790,2001,OD,LK,2D1,Sand Key Deep,81,812,,684,0.12719298,0.03654971,0,0.01608187,0,0.01900585,0.79824561,,0,0.00292398,Sand Key Deep 2001
4791,2001,OD,LK,2D1,Sand Key Deep,81,814,,647,0.53632148,0.10046368,0,0.03400309,0,0.02163833,0.30602782,,0,0.0015456,Sand Key Deep 2001
4792,2001,OD,DT,1D1,Bird Key Reef,82,821,,579,0.19343696,0.23488774,0.00172712,0.01036269,0,0.24006908,0.31951641,,0,0,Bird Key Reef 2001
4793,2001,OD,DT,1D1,Bird Key Reef,82,822,,584,0.05821918,0.17465753,0,0.00171233,0,0.19863014,0.56678082,,0,0,Bird Key Reef 2001
4794,2001,OD,DT,1D1,Bird Key Reef,82,823,,786,0.02926209,0.20101781,0,0.00127226,0,0.16030534,0.60814249,,0,0,Bird Key Reef 2001
4795,2001,OD,DT,1D1,Bird Key Reef,82,824,,680,0.05735294,0.15735294,0,0.01176471,0,0.21323529,0.56029412,,0,0,Bird Key Reef 2001
4796,2001,OD,DT,1D2,Black Coral Rock,83,831,,506,0.21343874,0.14031621,0,0.05731225,0,0.16798419,0.42094862,,0,0,Black Coral Rock 2001
4797,2001,OD,DT,1D2,Black Coral Rock,83,832,,573,0.11343805,0.14485166,0,0.02268761,0,0.2582897,0.46073298,,0,0,Black Coral Rock 2001
4798,2001,OD,DT,1D2,Black Coral Rock,83,833,,684,0.15350877,0.10672515,0,0.06725146,0,0.17690058,0.49561404,,0,0,Black Coral Rock 2001
4799,2001,OD,DT,1D2,Black Coral Rock,83,834,,570,0.16140351,0.1245614,0,0.02631579,0,0.24210526,0.44561404,,0,0,Black Coral Rock 2001
4800,2002,HB,UK,9H2,El Radabob,11,112,,600,0.30833333,0.00833333,0,0.04166667,0.255,0.00166667,0.385,,0,0,El Radabob 2002
4801,2002,HB,UK,9H2,El Radabob,11,114,,603,0.39635158,0.00331675,0,0.0066335,0.27363184,0,0.32006633,,0,0,El Radabob 2002
4802,2002,HB,MK,7H2,Long Key,14,141,,686,0.03498542,0.10204082,0,0.00437318,0,0.01895044,0.83965015,,0,0,Long Key 2002
4803,2002,HB,MK,7H2,Long Key,14,142,,726,0.08126722,0.10055096,0,0.00275482,0,0.0399449,0.77548209,,0,0,Long Key 2002
4804,2002,HB,MK,7H2,Long Key,14,143,,714,0.0280112,0.09943978,0,0.00280112,0,0.00140056,0.86834734,,0,0,Long Key 2002
4805,2002,HB,MK,7H2,Long Key,14,144,,707,0.10042433,0.10608204,0,0.00565771,0,0.01131542,0.77652051,,0,0,Long Key 2002
4806,2002,HB,MK,5H1,Moser Channel,15,152,,695,0.08489209,0.07194245,0,0.01582734,0,0.00143885,0.82589928,,0,0,Moser Channel 2002
4807,2002,HB,MK,5H1,Moser Channel,15,154,,705,0.02553191,0.13049645,0,0.01134752,0,0.01276596,0.81985816,,0,0,Moser Channel 2002
4808,2002,BCP,LK,3H1,Content Keys,18,181,,745,0,0,0,0.00268456,0,0.00402685,0.99328859,,0,0,Content Keys 2002
4809,2002,BCP,LK,3H1,Content Keys,18,183,,788,0.00253807,0,0,0,0,0.00634518,0.99111675,,0,0,Content Keys 2002
4810,2002,BCP,LK,3H1,Content Keys,18,184,,599,0,0,0,0.0033389,0,0.00500835,0.99165275,,0,0,Content Keys 2002
4811,2002,P,UK,9P1,Turtle,30,301,,643,0.07620529,0.36080871,0,0.02177294,0,0.08087092,0.45101089,,0,0.00933126,Turtle 2002
4812,2002,P,UK,9P1,Turtle,30,302,,634,0.26340694,0.38485804,0,0.02208202,0,0.0488959,0.26182965,,0,0.01892744,Turtle 2002
4813,2002,P,UK,9P3,Porter Patch,32,321,,728,0.09340659,0.12912088,0,0.05906593,0.0989011,0.02472527,0.58928571,,0,0.00549451,Porter Patch 2002
4814,2002,P,UK,9P3,Porter Patch,32,322,,632,0.23734177,0.13765823,0,0.03797468,0,0.07436709,0.50632911,,0,0.00632911,Porter Patch 2002
4815,2002,P,UK,9P3,Porter Patch,32,323,,636,0.21226415,0.16981132,0,0.03144654,0.01886792,0.01100629,0.55345912,,0,0.00314465,Porter Patch 2002
4816,2002,P,UK,9P4,Admiral,33,331,,655,0.01984733,0.16793893,0,0,0,0.29007634,0.5221374,,0,0,Admiral 2002
4817,2002,P,UK,9P4,Admiral,33,332,,528,0.16477273,0.15151515,0,0.00189394,0,0.35416667,0.32765152,,0,0,Admiral 2002
4818,2002,P,UK,9P4,Admiral,33,333,,625,0.048,0.312,0,0.0016,0,0.24,0.3984,,0,0,Admiral 2002
4819,2002,P,UK,9P4,Admiral,33,334,,663,0.00603318,0.47058824,0,0.00301659,0,0.1372549,0.38159879,,0,0.0015083,Admiral 2002
4820,2002,P,MK,7P1,West Turtle Shoal,34,341,,707,0.00565771,0.1980198,0,0.07920792,0,0.10042433,0.56435644,,0,0.0523338,West Turtle Shoal 2002
4821,2002,P,MK,7P1,West Turtle Shoal,34,342,,671,0.00596125,0.35916542,0,0.07898659,0,0.12518629,0.42622951,,0,0.00447094,West Turtle Shoal 2002
4822,2002,P,MK,7P1,West Turtle Shoal,34,343,,651,0.01689708,0.26728111,0,0.12442396,0,0.12749616,0.38709677,,0,0.07680492,West Turtle Shoal 2002
4823,2002,P,MK,7P1,West Turtle Shoal,34,344,,652,0.00766871,0.23466258,0,0.09969325,0,0.25306748,0.35429448,,0,0.0506135,West Turtle Shoal 2002
4824,2002,P,MK,7P2,Dustan Rocks,35,352,,714,0.10784314,0.3977591,0,0.03221289,0,0.17507003,0.28291317,,0,0.00420168,Dustan Rocks 2002
4825,2002,P,MK,7P2,Dustan Rocks,35,353,,708,0.08333333,0.49293785,0,0.03672316,0,0.08050847,0.29661017,,0,0.00988701,Dustan Rocks 2002
4826,2002,P,MK,7P2,Dustan Rocks,35,354,,640,0.040625,0.3453125,0,0.021875,0,0.19375,0.396875,,0,0.0015625,Dustan Rocks 2002
4827,2002,P,LK,5P1,West Washer Women,36,361,,518,0,0.18146718,0,0.02509653,0,0.24517375,0.54826255,,0,0,West Washer Women 2002
4828,2002,P,LK,5P1,West Washer Women,36,363,,527,0.01897533,0.13282732,0,0.02656546,0,0.35483871,0.46679317,,0,0,West Washer Women 2002
4829,2002,P,LK,5P2,Western Head,37,372,,491,0,0.00610998,0,0.0712831,0,0.21588595,0.70468432,,0,0.00203666,Western Head 2002
4830,2002,P,LK,5P2,Western Head,37,373,,481,0.01663202,0,0,0.04365904,0,0.28482328,0.65488565,,0,0,Western Head 2002
4831,2002,P,LK,5P2,Western Head,37,374,,519,0,0.00192678,0,0.10597303,0,0.22350674,0.66859345,,0,0,Western Head 2002
4832,2002,P,LK,5P3,Cliff Green,38,383,,484,0,0.43181818,0.00206612,0.07231405,0,0.1446281,0.34710744,,0,0.00206612,Cliff Green 2002
4833,2002,P,LK,5P3,Cliff Green,38,384,,475,0.00421053,0.31368421,0,0.05263158,0,0.18315789,0.44631579,,0,0,Cliff Green 2002
4834,2002,BCP,LK,2P1,Smith Shoal,39,392,,832,0.12980769,0,0,0.00961538,0,0.04807692,0.8125,,0,0,Smith Shoal 2002
4835,2002,BCP,LK,2P1,Smith Shoal,39,393,,724,0.3480663,0,0,0.01104972,0,0.05110497,0.58977901,,0,0,Smith Shoal 2002
4836,2002,BCP,LK,2P1,Smith Shoal,39,394,,695,0.29928058,0.0028777,0,0.00431655,0,0.01870504,0.67482014,,0,0,Smith Shoal 2002
4837,2002,P,LK,5P4,Jaap Reef,40,401,,587,0.29812606,0,0,0.0153322,0,0.15843271,0.52810903,,0,0,Jaap Reef 2002
4838,2002,P,LK,5P4,Jaap Reef,40,402,,544,0.27573529,0.00551471,0,0.01102941,0,0.18933824,0.51838235,,0,0,Jaap Reef 2002
4839,2002,P,LK,5P4,Jaap Reef,40,404,,501,0.19760479,0.00598802,0.00199601,0.01796407,0,0.12974052,0.64670659,,0,0,Jaap Reef 2002
4840,2002,P,DT,1P1,White Shoal,41,411,,602,0.02657807,0.03986711,0,0.03156146,0,0.08803987,0.81395349,,0,0,White Shoal 2002
4841,2002,P,DT,1P1,White Shoal,41,412,,652,0.0506135,0.07208589,0,0.01840491,0,0.04601227,0.81288344,,0,0,White Shoal 2002
4842,2002,P,DT,1P1,White Shoal,41,413,,596,0.18456376,0.06879195,0,0.01006711,0,0.0738255,0.66275168,,0,0,White Shoal 2002
4843,2002,P,DT,1P1,White Shoal,41,414,,659,0.1107739,0.12746586,0,0.0091047,0,0.05918058,0.69347496,,0,0,White Shoal 2002
4844,2002,OS,UK,9S1,Carysfort Shallow,50,501,,586,0.01877133,0.02901024,0,0.00170648,0,0.02901024,0.88395904,,0,0.03754266,Carysfort Shallow 2002
4845,2002,OS,UK,9S1,Carysfort Shallow,50,502,,625,0.0512,0.0112,0,0,0,0.0512,0.8544,,0,0.032,Carysfort Shallow 2002
4846,2002,OS,UK,9S1,Carysfort Shallow,50,503,,636,0.02672956,0.15251572,0,0.00314465,0,0.03616352,0.74528302,,0,0.03616352,Carysfort Shallow 2002
4847,2002,OS,UK,9S2,Grecian Rocks,51,511,,536,0.10074627,0.05223881,0,0,0,0.30037313,0.54664179,,0,0,Grecian Rocks 2002
4848,2002,OS,UK,9S2,Grecian Rocks,51,512,,560,0.00714286,0.03392857,0,0.00178571,0,0.00714286,0.95,,0,0,Grecian Rocks 2002
4849,2002,OS,UK,9S2,Grecian Rocks,51,513,,710,0.12394366,0.11549296,0,0.02816901,0,0.07746479,0.65352113,,0,0.00140845,Grecian Rocks 2002
4850,2002,OS,UK,9S2,Grecian Rocks,51,514,,578,0.30622837,0.2733564,0,0.01211073,0,0.05190311,0.26816609,,0,0.08823529,Grecian Rocks 2002
4851,2002,OS,UK,9S3,Molasses Shallow,52,521,,700,0.00428571,0.12571429,0,0.00571429,0,0.05571429,0.76285714,,0,0.04571429,Molasses Shallow 2002
4852,2002,OS,UK,9S3,Molasses Shallow,52,522,,698,0.00573066,0.05587393,0,0.00573066,0,0.01575931,0.91404011,,0,0.00286533,Molasses Shallow 2002
4853,2002,OS,UK,9S3,Molasses Shallow,52,523,,699,0.05150215,0.05007153,0,0.01144492,0,0.01573677,0.87124464,,0,0,Molasses Shallow 2002
4854,2002,OS,UK,9S4,Conch Shallow,53,531,,626,0.11341853,0.05910543,0,0.00159744,0,0.014377,0.80191693,,0,0.00958466,Conch Shallow 2002
4855,2002,OS,UK,9S4,Conch Shallow,53,533,,618,0.14563107,0.10355987,0,0.00161812,0,0.00809061,0.73624595,,0,0.00485437,Conch Shallow 2002
4856,2002,OS,UK,9S4,Conch Shallow,53,534,,657,0.12937595,0.03805175,0,0.00304414,0,0.09893455,0.71993912,,0,0.01065449,Conch Shallow 2002
4857,2002,OS,MK,7S1,Alligator Shallow,54,541,,542,0.09594096,0.14760148,0,0.00553506,0,0.00184502,0.7398524,,0,0.00922509,Alligator Shallow 2002
4858,2002,OS,MK,7S1,Alligator Shallow,54,542,,574,0.15853659,0.13066202,0,0.0087108,0,0,0.69860627,,0,0.00348432,Alligator Shallow 2002
4859,2002,OS,MK,7S1,Alligator Shallow,54,543,,565,0.13097345,0.07079646,0,0,0,0.00530973,0.78938053,,0,0.00353982,Alligator Shallow 2002
4860,2002,OS,MK,7S2,Tennessee Shallow,55,552,,648,0.01080247,0.11419753,0,0.02469136,0,0.02623457,0.8132716,,0,0.01080247,Tennessee Shallow 2002
4861,2002,OS,MK,7S2,Tennessee Shallow,55,553,,647,0.00309119,0.14219474,0,0.02163833,0,0.01545595,0.80834621,,0,0.00927357,Tennessee Shallow 2002
4862,2002,OS,MK,7S2,Tennessee Shallow,55,554,,643,0.01399689,0.11353033,0,0.02799378,0,0.0311042,0.80404355,,0,0.00933126,Tennessee Shallow 2002
4863,2002,OS,MK,5S1,Sombrero Shallow,56,561,,570,0.05263158,0.11754386,0,0.00701754,0,0.09473684,0.56140351,,0,0.16666667,Sombrero Shallow 2002
4864,2002,OS,MK,5S1,Sombrero Shallow,56,562,,574,0,0.10452962,0,0.02961672,0,0.01219512,0.63240418,,0,0.22125436,Sombrero Shallow 2002
4865,2002,OS,MK,5S1,Sombrero Shallow,56,563,,598,0.02508361,0.24414716,0,0.02508361,0,0.05016722,0.52006689,,0,0.13545151,Sombrero Shallow 2002
4866,2002,OS,MK,5S1,Sombrero Shallow,56,564,,567,0.02998236,0.04409171,0,0,0,0.00881834,0.70546737,,0,0.21164021,Sombrero Shallow 2002
4867,2002,OS,LK,5S2,Looe Key Shallow,57,572,,601,0.17304493,0.04326123,0,0.01331115,0,0.04658902,0.64725458,,0,0.0765391,Looe Key Shallow 2002
4868,2002,OS,LK,5S2,Looe Key Shallow,57,573,,535,0.09345794,0.12897196,0,0.00747664,0,0.0635514,0.62616822,,0,0.08037383,Looe Key Shallow 2002
4869,2002,OS,LK,5S2,Looe Key Shallow,57,574,,446,0.06726457,0.05829596,0,0.0044843,0,0.38565022,0.48206278,,0,0.00224215,Looe Key Shallow 2002
4870,2002,OS,LK,5S3,Eastern Sambo Shallow,58,582,,547,0.03290676,0.02010969,0,0.00914077,0,0.04021938,0.80804388,,0,0.08957952,Eastern Sambo Shallow 2002
4871,2002,OS,LK,5S3,Eastern Sambo Shallow,58,583,,591,0.04060914,0.00507614,0,0.00338409,0,0.03553299,0.72419628,,0,0.19120135,Eastern Sambo Shallow 2002
4872,2002,OS,LK,5S3,Eastern Sambo Shallow,58,584,,590,0.09491525,0.01525424,0,0.01016949,0,0.06610169,0.76440678,,0,0.04915254,Eastern Sambo Shallow 2002
4873,2002,OS,LK,5S4,Western Sambo Shallow,59,591,,583,0.0651801,0.03259005,0,0,0,0.07718696,0.77701544,,0,0.04802744,Western Sambo Shallow 2002
4874,2002,OS,LK,5S4,Western Sambo Shallow,59,592,,605,0.11404959,0.04132231,0,0,0,0.0661157,0.7785124,,0,0,Western Sambo Shallow 2002
4875,2002,OS,LK,5S4,Western Sambo Shallow,59,594,,628,0.01751592,0.02070064,0,0.00796178,0,0.10987261,0.76751592,,0,0.07643312,Western Sambo Shallow 2002
4876,2002,OS,LK,5S5,Rock Key Shallow,60,601,,627,0.00797448,0.01435407,0,0,0,0.02392344,0.87400319,,0,0.07974482,Rock Key Shallow 2002
4877,2002,OS,LK,5S5,Rock Key Shallow,60,602,,662,0.08459215,0.04229607,0,0.00302115,0,0.01208459,0.84743202,,0,0.01057402,Rock Key Shallow 2002
4878,2002,OS,LK,5S5,Rock Key Shallow,60,603,,577,0.29462738,0.04852686,0,0.0034662,0,0.09358752,0.50433276,,0,0.05545927,Rock Key Shallow 2002
4879,2002,OS,LK,5S5,Rock Key Shallow,60,604,,623,0.05617978,0.02086677,0,0.00642055,0,0.06099518,0.77367576,,0,0.08186196,Rock Key Shallow 2002
4880,2002,OS,LK,2S1,Sand Key Shallow,61,612,,615,0,0.00813008,0,0,0,0.08130081,0.90731707,,0,0.00325203,Sand Key Shallow 2002
4881,2002,OS,LK,2S1,Sand Key Shallow,61,613,,587,0.02555366,0.02725724,0,0.00681431,0,0.04770017,0.85689949,,0,0.03577513,Sand Key Shallow 2002
4882,2002,OS,LK,2S1,Sand Key Shallow,61,614,,544,0.03125,0.00551471,0,0.00919118,0,0.05698529,0.88051471,,0,0.01654412,Sand Key Shallow 2002
4883,2002,OD,UK,9D1,Carysfort Deep,70,701,,604,0.10264901,0.12086093,0,0.00496689,0,0.03642384,0.73509934,,0,0,Carysfort Deep 2002
4884,2002,OD,UK,9D1,Carysfort Deep,70,702,,592,0.08614865,0.13344595,0,0.04898649,0,0.05236486,0.67905405,,0,0,Carysfort Deep 2002
4885,2002,OD,UK,9D3,Molasses Deep,72,721,,620,0.00483871,0.12258065,0,0.06290323,0,0.01935484,0.79032258,,0,0,Molasses Deep 2002
4886,2002,OD,UK,9D3,Molasses Deep,72,722,,598,0.10367893,0.090301,0,0.09197324,0,0.01170569,0.70234114,,0,0,Molasses Deep 2002
4887,2002,OD,UK,9D4,Conch Deep,73,733,,743,0.03095559,0.11978466,0,0.04441454,0,0.01749664,0.78734859,,0,0,Conch Deep 2002
4888,2002,OD,UK,9D4,Conch Deep,73,734,,643,0.35303266,0.11197512,0,0.0622084,0,0.02021773,0.4525661,,0,0,Conch Deep 2002
4889,2002,OD,MK,7D1,Alligator Deep,74,743,,690,0.01014493,0.09710145,0,0.01594203,0,0.01304348,0.86376812,,0,0,Alligator Deep 2002
4890,2002,OD,MK,7D1,Alligator Deep,74,744,,626,0.11980831,0.13099042,0,0.04952077,0,0.01597444,0.68370607,,0,0,Alligator Deep 2002
4891,2002,OD,MK,7D2,Tennessee Deep,75,752,,727,0.00550206,0.05502063,0,0.04951857,0,0.04264099,0.84731774,,0,0,Tennessee Deep 2002
4892,2002,OD,MK,7D2,Tennessee Deep,75,753,,688,0.02180233,0.06540698,0,0.10319767,0,0.04215116,0.76744186,,0,0,Tennessee Deep 2002
4893,2002,OD,MK,5D1,Sombrero Deep,76,763,,639,0.03286385,0.02190923,0,0.02503912,0,0.0172144,0.9029734,,0,0,Sombrero Deep 2002
4894,2002,OD,MK,5D1,Sombrero Deep,76,764,,570,0.00877193,0.02807018,0,0.02807018,0,0.01929825,0.91578947,,0,0,Sombrero Deep 2002
4895,2002,OD,LK,5D2,Looe Key Deep,77,771,,660,0.1,0.07878788,0,0.02121212,0,0.06060606,0.73939394,,0,0,Looe Key Deep 2002
4896,2002,OD,LK,5D2,Looe Key Deep,77,772,,649,0.13097072,0.10477658,0,0.09553159,0,0.04006163,0.62865948,,0,0,Looe Key Deep 2002
4897,2002,OD,LK,5D2,Looe Key Deep,77,773,,624,0.01282051,0.12980769,0,0.04807692,0,0.04807692,0.75320513,,0,0.00801282,Looe Key Deep 2002
4898,2002,OD,LK,5D3,Eastern Sambo Deep,78,782,,589,0.11205433,0.09677419,0,0.08828523,0,0.06621392,0.63667233,,0,0,Eastern Sambo Deep 2002
4899,2002,OD,LK,5D3,Eastern Sambo Deep,78,783,,585,0.14871795,0.11623932,0,0.07179487,0,0.01880342,0.64444444,,0,0,Eastern Sambo Deep 2002
4900,2002,OD,LK,5D3,Eastern Sambo Deep,78,784,,674,0.1810089,0.09050445,0,0.06231454,0,0.04154303,0.62462908,,0,0,Eastern Sambo Deep 2002
4901,2002,OD,LK,5D4,Western Sambo Deep,79,791,,568,0.50704225,0.06514085,0,0.01056338,0,0.05633803,0.36091549,,0,0,Western Sambo Deep 2002
4902,2002,OD,LK,5D4,Western Sambo Deep,79,792,,498,0.32931727,0.04417671,0,0.02409639,0,0.04819277,0.55421687,,0,0,Western Sambo Deep 2002
4903,2002,OD,LK,5D4,Western Sambo Deep,79,794,,610,0.50983607,0.03934426,0,0.00491803,0,0.0147541,0.43114754,,0,0,Western Sambo Deep 2002
4904,2002,OD,LK,5D5,Rock Key Deep,80,803,,566,0.01060071,0.08303887,0,0.01060071,0,0.01413428,0.87985866,,0,0.00176678,Rock Key Deep 2002
4905,2002,OD,LK,5D5,Rock Key Deep,80,804,,585,0.06495726,0.08547009,0,0.03247863,0,0.04957265,0.76239316,,0,0.00512821,Rock Key Deep 2002
4906,2002,OD,LK,2D1,Sand Key Deep,81,811,,662,0.10876133,0.0694864,0,0.03323263,0,0.04682779,0.74018127,,0,0.00151057,Sand Key Deep 2002
4907,2002,OD,LK,2D1,Sand Key Deep,81,812,,642,0.13239875,0.10436137,0,0.03426791,0,0.00778816,0.71806854,,0,0.00311526,Sand Key Deep 2002
4908,2002,OD,LK,2D1,Sand Key Deep,81,814,,626,0.00159744,0.11821086,0,0.02396166,0,0.03514377,0.8115016,,0,0.00958466,Sand Key Deep 2002
